TEAM_ID,PLAYER_ID,GP,GS,MIN,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1610612742,1630702,73.0,7.0,989.0,0.407,0.362,0.776,20.0,111.0,131.0,109.0,22.0,4.0,62.0,80.0,530.0
1610612742,1630182,57.0,33.0,1505.0,0.479,0.385,0.684,40.0,144.0,184.0,130.0,47.0,9.0,60.0,107.0,469.0
1610612742,202681,58.0,58.0,2030.0,0.497,0.411,0.905,44.0,246.0,290.0,299.0,74.0,28.0,106.0,112.0,1487.0
1610612742,1629029,70.0,70.0,2624.0,0.487,0.382,0.786,59.0,588.0,647.0,686.0,99.0,38.0,282.0,149.0,2370.0
1610612742,202693,26.0,1.0,216.0,0.338,0.357,0.833,4.0,35.0,39.0,16.0,5.0,3.0,12.0,12.0,66.0
1610612742,1628467,43.0,7.0,871.0,0.432,0.348,0.702,30.0,113.0,143.0,68.0,17.0,30.0,28.0,79.0,191.0
1610612742,1641765,40.0,1.0,336.0,0.385,0.289,0.683,25.0,54.0,79.0,22.0,7.0,4.0,8.0,20.0,121.0
1610612742,1629023,73.0,45.0,2221.0,0.436,0.32,0.683,85.0,326.0,411.0,141.0,72.0,59.0,96.0,169.0,939.0
1610612742,1626158,40.0,10.0,554.0,0.558,0.333,0.723,71.0,111.0,182.0,25.0,11.0,19.0,24.0,74.0,199.0
1610612742,203552,44.0,4.0,615.0,0.392,0.352,0.903,18.0,50.0,68.0,44.0,22.0,6.0,21.0,39.0,226.0
1610612742,203501,79.0,12.0,2120.0,0.402,0.353,0.852,22.0,232.0,254.0,139.0,42.0,6.0,69.0,106.0,1139.0
1610612743,203932,73.0,73.0,2297.0,0.556,0.29,0.658,174.0,297.0,471.0,259.0,56.0,45.0,105.0,142.0,1013.0
1610612743,1630296,20.0,0.0,60.0,0.412,0.4,0.75,3.0,15.0,18.0,9.0,2.0,1.0,1.0,5.0,22.0
1610612743,1631128,82.0,4.0,1656.0,0.46,0.384,0.694,79.0,227.0,306.0,132.0,42.0,35.0,55.0,137.0,600.0
1610612743,1631221,24.0,0.0,225.0,0.464,0.395,0.667,1.0,20.0,21.0,27.0,13.0,0.0,14.0,24.0,87.0
1610612743,201599,36.0,2.0,396.0,0.624,0.0,0.491,54.0,103.0,157.0,26.0,6.0,16.0,23.0,56.0,142.0
1610612743,1641816,18.0,0.0,48.0,0.4,0.286,0.0,1.0,8.0,9.0,2.0,1.0,0.0,2.0,10.0,20.0
1610612743,1629618,27.0,0.0,122.0,0.429,0.36,0.75,1.0,13.0,14.0,21.0,4.0,0.0,9.0,13.0,42.0
1610612743,1627750,59.0,59.0,1861.0,0.481,0.425,0.853,42.0,200.0,242.0,384.0,57.0,39.0,125.0,104.0,1250.0
1610612743,1630643,20.0,0.0,49.0,0.6,0.333,1.0,2.0,9.0,11.0,2.0,2.0,3.0,1.0,9.0,23.0
1610612743,1631124,50.0,0.0,545.0,0.369,0.297,0.71,5.0,56.0,61.0,47.0,17.0,7.0,23.0,54.0,227.0
1610612743,203200,58.0,9.0,862.0,0.454,0.404,0.75,9.0,62.0,71.0,67.0,36.0,9.0,14.0,69.0,234.0
1610612743,203484,76.0,76.0,2402.0,0.46,0.406,0.894,31.0,152.0,183.0,183.0,98.0,42.0,75.0,151.0,766.0
1610612743,1629008,81.0,81.0,2565.0,0.484,0.397,0.836,106.0,459.0,565.0,122.0,42.0,53.0,92.0,148.0,1356.0
1610612743,203999,79.0,79.0,2737.0,0.583,0.359,0.817,223.0,753.0,976.0,708.0,108.0,68.0,237.0,194.0,2085.0
1610612743,1631212,80.0,4.0,1488.0,0.465,0.296,0.67,56.0,202.0,258.0,86.0,42.0,88.0,58.0,143.0,532.0
1610612743,202704,82.0,23.0,1817.0,0.431,0.359,0.806,33.0,122.0,155.0,308.0,44.0,13.0,106.0,149.0,833.0
